Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,0.97
2001,0.92
2002,0.88
2003,0.84
2004,0.8
2005,0.77
2006,0.72
2007,0.7
2008,0.67
2009,0.65
2010,0.62
2011,0.6
2012,0.55
2013,0.54
2014,0.53
2015,0.54
2016,0.53
2017,0.51
2018,0.49
2019,0.48
2020,0.44
2021,0.39
2022,..
2023,..
2024,..
2025,..
