Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,0.96
2001,0.93
2002,0.91
2003,1.13
2004,1.04
2005,1.06
2006,1.28
2007,1.16
2008,0.94
2009,0.94
2010,0.88
2011,0.9
2012,0.96
2013,0.98
2014,0.97
2015,0.93
2016,0.9
2017,0.89
2018,0.87
2019,0.94
2020,0.88
2021,0.97
2022,..
2023,..
2024,..
2025,..
